region,type kjøring,drivstofftype,år,statistikkvariabel,"07849: Registrerte kjøretøy,"
1001 Kristiansand (-2019),Lærevogn,El.,2020,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,El.,2020,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,El.,2020,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,El.,2020,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,El.,2020,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,El.,2020,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2008,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2009,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2010,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2011,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2012,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2013,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2014,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2015,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2016,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2017,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2018,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2019,Motorredskaper,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Personbiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Ambulanser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Busser,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Varebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Kombinerte biler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Lastebiler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Mopeder,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Lette motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Tunge motorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Beltemotorsykler,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Traktorer,0
1001 Kristiansand (-2019),Lærevogn,Annet drivstoff,2020,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Personbiler,1
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2008,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Personbiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2009,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Personbiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2010,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Personbiler,1
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2011,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Personbiler,1
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2012,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Personbiler,1
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2013,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Personbiler,1
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2014,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Personbiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2015,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Personbiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2016,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Personbiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2017,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Personbiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2018,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Personbiler,2
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Beltemotorsykler,26
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Traktorer,6
1001 Kristiansand (-2019),Hotellvogn,Bensin,2019,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Personbiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Tunge motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Beltemotorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Traktorer,0
1001 Kristiansand (-2019),Hotellvogn,Bensin,2020,Motorredskaper,0
1001 Kristiansand (-2019),Hotellvogn,Diesel,2008,Personbiler,0
1001 Kristiansand (-2019),Hotellvogn,Diesel,2008,Ambulanser,0
1001 Kristiansand (-2019),Hotellvogn,Diesel,2008,Busser,0
1001 Kristiansand (-2019),Hotellvogn,Diesel,2008,Varebiler,0
1001 Kristiansand (-2019),Hotellvogn,Diesel,2008,Kombinerte biler,0
1001 Kristiansand (-2019),Hotellvogn,Diesel,2008,Lastebiler,0
1001 Kristiansand (-2019),Hotellvogn,Diesel,2008,Mopeder,0
1001 Kristiansand (-2019),Hotellvogn,Diesel,2008,Lette motorsykler,0
1001 Kristiansand (-2019),Hotellvogn,Diesel,2008,Tunge motorsykler,0
